job_id,company_name,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred
1078,"Wilson, Wilson and Austin",Finance,Data Analyst,"GCP, SQL, Keras, AWS, Python",Mid,Remote,"Mistyfurt, KP",96374-117586,2024-06-18,Large,"TensorFlow, FastAPI"
1079,Williams-Thomas,Retail,NLP Engineer,"Flask, AWS, Reinforcement Learning, LangChain, FastAPI",Mid,Internship,"North Patricia, YE",72840-136135,2025-05-28,Large,PyTorch
1080,"Thompson, Gibson and Simmons",Retail,NLP Engineer,"Python, AWS, MLflow, C++, R",Mid,Remote,"Gutierreztown, TJ",107564-192348,2025-09-01,Mid,FastAPI
1081,"Bush, Dennis and Burke",Automotive,AI Product Manager,"Python, MLflow, LangChain, GCP, PyTorch, Keras",Entry,Full-time,"Benitezfurt, ST",101793-153283,2024-07-14,Startup,"PyTorch, Scikit-learn, BigQuery"
1082,Anderson and Sons,Retail,Data Analyst,"AWS, Excel, Keras, Power BI, CUDA, Flask",Senior,Remote,"Griffintown, KP",111604-157715,2025-03-25,Startup,"BigQuery, MLflow"
1083,"Russell, Wood and Robertson",E-commerce,Quant Researcher,"Python, Excel, FastAPI, GCP, C++, PyTorch",Senior,Remote,"Gonzalezstad, VN",124909-142566,2025-09-01,Mid,"MLflow, LangChain, BigQuery"
1084,Johnson LLC,Tech,Data Scientist,"GCP, Azure, CUDA, AWS, PyTorch",Senior,Contract,"South Christopher, FJ",142140-231014,2024-02-15,Startup,"TensorFlow, MLflow, Scikit-learn"
1085,Kaufman LLC,Tech,ML Engineer,"AWS, Excel, SQL, Scikit-learn",Senior,Full-time,"Port Ianfurt, LR",74360-154591,2023-12-24,Startup,"Scikit-learn, KDB+, PyTorch"
1086,Murphy LLC,Healthcare,Data Analyst,"Keras, TensorFlow, MLflow, NumPy, Pandas, Scikit-learn",Senior,Contract,"Whitefort, NI",142266-205665,2024-04-06,Large,"LangChain, FastAPI, PyTorch"
1087,Matthews-Collins,E-commerce,NLP Engineer,"Flask, Pandas, GCP",Senior,Full-time,"Jonesville, TO",85449-173276,2025-01-24,Mid,"LangChain, PyTorch"
1088,Rivas PLC,Retail,AI Product Manager,"CUDA, SQL, Azure, MLflow, Python, GCP",Mid,Contract,"South Timothystad, CH",72838-82839,2023-09-26,Startup,KDB+
1089,Alvarez PLC,Automotive,Computer Vision Engineer,"Azure, Flask, PyTorch, C++, GCP, Pandas",Entry,Remote,"North Connorfurt, PA",58883-94087,2024-01-13,Mid,"KDB+, TensorFlow"
1090,Best Inc,E-commerce,Data Analyst,"FastAPI, Excel, AWS, TensorFlow",Entry,Internship,"Lake Melanie, VU",137871-236301,2024-07-19,Mid,PyTorch
1091,"Ochoa, Davidson and Thomas",Education,Quant Researcher,"Azure, Keras, C++, LangChain",Senior,Remote,"Coryton, WS",72807-148336,2025-03-11,Large,"TensorFlow, BigQuery"
1092,"Reilly, Barajas and Hughes",Finance,AI Product Manager,"CUDA, Excel, FastAPI, MLflow, Azure, Power BI",Senior,Full-time,"South Kathleen, MV",121770-181258,2024-02-23,Startup,"FastAPI, BigQuery"
1093,"Dixon, Wright and Smith",Education,Data Analyst,"MLflow, SQL, Pandas",Entry,Internship,"Markfort, NO",59736-141312,2025-09-10,Large,"BigQuery, KDB+"
1094,"Sawyer, Hall and Lowe",Automotive,Data Analyst,"CUDA, NumPy, Keras",Mid,Internship,"Nancyberg, AF",54563-120250,2023-12-28,Large,"TensorFlow, MLflow, PyTorch"
1095,"Donaldson, Espinoza and Mills",Tech,AI Product Manager,"C++, Reinforcement Learning, Flask, AWS, Scikit-learn, NumPy",Senior,Full-time,"Matthewsberg, DO",59528-141804,2024-12-11,Mid,FastAPI
1096,Davis-Moore,Retail,Computer Vision Engineer,"PyTorch, Python, FastAPI, Azure, LangChain",Senior,Full-time,"North Jessica, VC",135458-162633,2025-09-19,Mid,"FastAPI, KDB+, TensorFlow"
1097,Clark PLC,Retail,NLP Engineer,"GCP, Scikit-learn, CUDA, R, AWS, Pandas",Mid,Internship,"New Austin, BZ",120849-175578,2025-03-20,Startup,TensorFlow
1098,Lynch-Coffey,Automotive,ML Engineer,"Azure, R, Hugging Face, SQL, MLflow, Flask",Entry,Internship,"Deborahton, CV",114398-162569,2023-10-11,Large,"TensorFlow, LangChain"
1099,Archer Ltd,Tech,AI Product Manager,"Keras, Azure, C++, Reinforcement Learning, Hugging Face",Entry,Remote,"Allisonview, ET",102033-129786,2024-09-16,Mid,Scikit-learn
1100,"Estrada, Perry and Jackson",E-commerce,AI Product Manager,"NumPy, Hugging Face, CUDA, Flask",Mid,Internship,"Eatonmouth, PW",109096-152219,2023-10-13,Startup,"TensorFlow, BigQuery"
1101,Shelton-Ellison,Healthcare,NLP Engineer,"FastAPI, C++, R, Scikit-learn, GCP, Flask",Mid,Internship,"Davistown, NA",42116-124383,2024-06-21,Large,"PyTorch, FastAPI, MLflow"
1102,Montgomery Inc,Finance,Data Scientist,"Power BI, R, Python, C++, SQL",Entry,Internship,"Danielside, SZ",101352-179549,2024-07-25,Large,KDB+
1103,"Rios, Evans and Foster",Retail,AI Researcher,"R, Python, Reinforcement Learning",Senior,Full-time,"Hernandezland, ZA",66107-154510,2024-11-21,Large,"FastAPI, PyTorch"
1104,"Garcia, Lopez and Santiago",Finance,NLP Engineer,"LangChain, Azure, PyTorch, FastAPI",Senior,Remote,"New Jared, BB",47058-61355,2024-12-03,Mid,Scikit-learn
1105,Bell Group,Finance,AI Researcher,"Hugging Face, GCP, FastAPI",Entry,Full-time,"Nicholaschester, KE",134451-175964,2023-11-11,Startup,LangChain
1106,Stevens-Foster,Tech,Data Analyst,"Power BI, Python, Pandas, AWS",Entry,Full-time,"Blairside, GH",65526-112033,2024-03-13,Startup,"Scikit-learn, PyTorch, BigQuery"
1107,Sawyer PLC,E-commerce,NLP Engineer,"Hugging Face, Azure, SQL",Mid,Internship,"Bryceport, AO",98233-144034,2025-01-17,Large,"MLflow, BigQuery, PyTorch"
1108,Hurley-Scott,Healthcare,Quant Researcher,"R, CUDA, Reinforcement Learning",Senior,Internship,"West Christian, SO",63107-93304,2024-07-24,Startup,"TensorFlow, BigQuery, MLflow"
1109,Black-Bennett,Tech,Quant Researcher,"Reinforcement Learning, Hugging Face, CUDA, MLflow, AWS, PyTorch",Mid,Contract,"Lake Toddmouth, IN",111226-163698,2024-09-13,Mid,"LangChain, TensorFlow, KDB+"
1110,Perez Group,Tech,AI Product Manager,"Scikit-learn, Pandas, FastAPI, AWS, Python",Mid,Contract,"South Erikchester, GA",75074-155545,2023-11-11,Large,"FastAPI, LangChain"
1111,"Saunders, Bradford and Sharp",E-commerce,Quant Researcher,"Pandas, Excel, Flask, LangChain, Scikit-learn, TensorFlow",Mid,Full-time,"Port Meganstad, GW",80973-145159,2023-10-03,Large,"KDB+, LangChain, PyTorch"
1112,Hudson-Gordon,Education,Quant Researcher,"FastAPI, SQL, Scikit-learn",Mid,Contract,"Port Erikaburgh, PG",93507-119377,2024-04-27,Startup,LangChain
1113,"Nelson, Maddox and Klein",Finance,ML Engineer,"Flask, MLflow, Scikit-learn",Senior,Internship,"Philipmouth, GQ",50076-79334,2024-10-21,Large,"Scikit-learn, FastAPI"
1114,"Clark, Price and Dickson",Automotive,Data Scientist,"C++, Keras, Pandas",Entry,Contract,"Lake Misty, MZ",134300-219809,2025-04-06,Mid,"Scikit-learn, FastAPI, TensorFlow"
1115,Gonzalez PLC,Tech,NLP Engineer,"Keras, Azure, C++",Entry,Internship,"Campbellmouth, IN",97395-189060,2024-12-23,Large,"FastAPI, LangChain"
1116,Pierce Inc,Automotive,NLP Engineer,"C++, CUDA, Power BI, TensorFlow",Senior,Internship,"Collierchester, PH",144238-220052,2024-01-14,Mid,"Scikit-learn, TensorFlow"
1117,"House, Bond and Myers",E-commerce,Data Scientist,"R, C++, SQL, GCP, MLflow, TensorFlow",Mid,Contract,"West Cathy, PG",149741-230920,2024-07-04,Large,"LangChain, MLflow, TensorFlow"
1118,Johns Inc,Retail,AI Researcher,"LangChain, Reinforcement Learning, Flask",Senior,Contract,"Rodriguezstad, GN",106079-137034,2023-12-08,Mid,"KDB+, TensorFlow, FastAPI"
1119,"Matthews, Mcdowell and Reynolds",Automotive,Computer Vision Engineer,"Reinforcement Learning, Excel, Power BI, Hugging Face",Senior,Remote,"Port Jeffstad, MD",98445-165573,2024-11-27,Startup,"TensorFlow, Scikit-learn"
1120,Navarro-Costa,Retail,ML Engineer,"C++, TensorFlow, FastAPI, AWS, Reinforcement Learning",Senior,Contract,"Lawrenceton, BG",43140-88722,2024-09-17,Startup,"KDB+, PyTorch"
1121,Morris Inc,Education,AI Product Manager,"Scikit-learn, LangChain, MLflow, Flask",Mid,Remote,"Zunigaside, DM",52046-121333,2024-01-29,Large,"KDB+, LangChain, Scikit-learn"
1122,"Miller, Pena and Spencer",E-commerce,AI Product Manager,"Keras, FastAPI, Scikit-learn, R, Hugging Face, PyTorch",Entry,Remote,"East Timothy, BF",99858-123912,2025-01-27,Startup,"MLflow, PyTorch"
1123,"Davis, Sosa and Greene",Finance,Quant Researcher,"Keras, Pandas, R, Excel, SQL",Mid,Contract,"North Kristafort, CV",88347-162648,2024-04-22,Mid,"MLflow, PyTorch, BigQuery"
1124,"Klein, Jordan and Lang",E-commerce,NLP Engineer,"AWS, GCP, Azure",Entry,Remote,"Scottport, SZ",111367-142733,2024-12-11,Large,"TensorFlow, MLflow, LangChain"
1125,"Valdez, Nguyen and Espinoza",Healthcare,Data Analyst,"Power BI, R, LangChain, C++",Entry,Full-time,"Andreatown, SR",78429-144042,2025-08-04,Mid,"BigQuery, KDB+"
1126,Patterson-Salazar,Education,Computer Vision Engineer,"C++, Hugging Face, Flask",Senior,Remote,"Port Nicholas, KW",134633-217031,2025-02-27,Large,"PyTorch, BigQuery"
1127,"Thomas, Greene and Munoz",Retail,ML Engineer,"CUDA, FastAPI, Power BI",Senior,Internship,"Lake Jaime, VA",112953-211579,2024-10-17,Mid,"FastAPI, LangChain"
1128,Torres Ltd,Education,NLP Engineer,"Flask, GCP, C++",Mid,Contract,"Grahambury, BR",144779-159980,2023-12-14,Mid,FastAPI
1129,"Young, Peterson and Wood",Finance,Data Scientist,"Flask, Pandas, PyTorch, Excel",Entry,Contract,"New Masonton, KI",117277-164138,2025-09-05,Mid,"FastAPI, TensorFlow"
1130,Reilly PLC,Retail,NLP Engineer,"Reinforcement Learning, LangChain, Excel, Pandas, Python, Flask",Mid,Internship,"Cabrerafort, GW",53255-64684,2025-09-16,Mid,"TensorFlow, PyTorch"
1131,Woods-Kelly,Retail,Data Scientist,"C++, Python, R, Excel",Entry,Internship,"Millerborough, AL",113739-165657,2024-06-05,Startup,KDB+
1132,Moss-Jackson,Retail,Computer Vision Engineer,"LangChain, Pandas, TensorFlow, CUDA",Mid,Remote,"Christopherton, TM",64726-112277,2024-10-24,Mid,"LangChain, KDB+"
1133,Johnson and Sons,Education,NLP Engineer,"MLflow, Flask, AWS",Entry,Contract,"Joneschester, LK",47268-62862,2023-11-23,Startup,"PyTorch, MLflow, TensorFlow"
1134,Green Group,Automotive,Computer Vision Engineer,"SQL, AWS, Power BI, NumPy, Reinforcement Learning",Senior,Internship,"Ramostown, BI",119846-164604,2025-06-19,Startup,FastAPI
1135,Evans LLC,Automotive,AI Product Manager,"Pandas, SQL, Power BI, Python, Reinforcement Learning",Senior,Internship,"Port Kelsey, KI",66099-141841,2023-11-05,Mid,"PyTorch, TensorFlow, Scikit-learn"
1136,Chambers PLC,Tech,AI Product Manager,"NumPy, Power BI, LangChain, GCP, Python",Mid,Contract,"Johnberg, VC",72050-137819,2024-03-31,Mid,"PyTorch, MLflow, BigQuery"
1137,Conner-Young,Education,AI Product Manager,"Azure, Python, FastAPI",Entry,Remote,"Port Amandaburgh, GA",90239-170922,2025-03-24,Startup,BigQuery
1138,Morris LLC,Automotive,Data Analyst,"Scikit-learn, LangChain, Hugging Face, SQL, Azure, MLflow",Senior,Remote,"East Barrybury, GA",94397-178121,2024-08-02,Large,"LangChain, FastAPI, KDB+"
1139,Hawkins-Valdez,Finance,ML Engineer,"CUDA, SQL, NumPy, Python, Flask",Senior,Internship,"Roseton, VE",110310-161110,2024-07-18,Startup,FastAPI
1140,Vance-Mcdowell,Finance,NLP Engineer,"LangChain, CUDA, Excel, Flask",Entry,Internship,"Port Jessica, SG",55784-143211,2024-05-12,Mid,"MLflow, FastAPI"
1141,Wright LLC,Finance,Quant Researcher,"AWS, Flask, MLflow, FastAPI, Azure",Senior,Remote,"Sandrastad, IE",149975-199905,2024-04-11,Large,"LangChain, KDB+"
1142,Silva LLC,Automotive,Data Analyst,"CUDA, Hugging Face, SQL, GCP, C++, Python",Mid,Internship,"Lewisburgh, BF",82338-95759,2025-08-17,Mid,"PyTorch, BigQuery"
1143,"Sanders, Rodriguez and Meyers",Finance,Quant Researcher,"SQL, LangChain, Hugging Face, R",Mid,Remote,"Port Kathyton, GQ",76484-111575,2024-11-28,Large,FastAPI
1144,Allen Group,E-commerce,NLP Engineer,"TensorFlow, NumPy, GCP, Power BI, FastAPI",Entry,Internship,"Williamsville, MG",147639-215331,2024-09-22,Startup,PyTorch
1145,Webb LLC,Education,ML Engineer,"C++, Hugging Face, Excel, GCP, TensorFlow, FastAPI",Mid,Contract,"Sylviaport, BS",63255-108370,2024-10-10,Mid,"KDB+, MLflow"
1146,Harris-Brown,E-commerce,ML Engineer,"FastAPI, Azure, MLflow, PyTorch, Excel",Entry,Remote,"East Kimberlyview, ME",129625-193613,2025-07-24,Startup,PyTorch
1147,Stewart-White,Retail,Data Scientist,"Azure, MLflow, Hugging Face, GCP, Keras",Entry,Remote,"West Amber, HU",136317-195529,2025-07-25,Large,"Scikit-learn, PyTorch, LangChain"
1148,"Roberts, Ford and Davis",Retail,AI Product Manager,"Power BI, MLflow, SQL, AWS",Mid,Full-time,"Hannahfort, LS",148403-180220,2024-06-30,Mid,"KDB+, LangChain, BigQuery"
1149,"Garcia, Blake and Gardner",Healthcare,Data Analyst,"NumPy, R, Excel, Scikit-learn, Flask, LangChain",Senior,Full-time,"North Cassandraborough, FJ",142640-167377,2024-04-17,Large,KDB+
1150,Brown-Fisher,Automotive,ML Engineer,"C++, Excel, TensorFlow, PyTorch",Entry,Internship,"Lake Ruthport, JM",143807-217646,2025-02-24,Startup,FastAPI
1151,Hayes PLC,Finance,Computer Vision Engineer,"Pandas, C++, Power BI, Hugging Face, Excel",Entry,Internship,"South Michael, GE",83586-94806,2024-07-01,Mid,"KDB+, PyTorch, BigQuery"
1152,"Mccoy, Barnes and Mercado",Automotive,NLP Engineer,"Pandas, Scikit-learn, NumPy",Senior,Full-time,"New Richardburgh, PS",147570-214641,2025-03-25,Startup,FastAPI
1153,Herrera and Sons,Healthcare,ML Engineer,"MLflow, AWS, Flask, SQL, Azure",Entry,Full-time,"East Michael, AO",130398-148438,2024-10-23,Mid,"LangChain, KDB+"
1154,Smith-Hansen,Retail,Quant Researcher,"Excel, Reinforcement Learning, TensorFlow, SQL",Mid,Full-time,"North Michellestad, ME",126850-203760,2023-11-23,Startup,"TensorFlow, FastAPI, MLflow"
1155,"Goodman, Watson and Norman",Tech,AI Researcher,"PyTorch, R, Python, GCP, CUDA, C++",Senior,Internship,"Davidshire, ES",63340-150275,2024-04-10,Large,KDB+
1156,Bennett PLC,Tech,Data Analyst,"Flask, LangChain, Reinforcement Learning",Senior,Internship,"West Jennifertown, NP",52424-142189,2024-08-19,Mid,"TensorFlow, LangChain"
1157,Brady-Jones,Education,Quant Researcher,"LangChain, GCP, Keras",Mid,Contract,"Jasonbury, HT",41157-118700,2024-02-24,Large,TensorFlow
1158,Walker and Sons,Finance,AI Product Manager,"MLflow, PyTorch, SQL, TensorFlow",Mid,Contract,"New Amber, CL",134795-155851,2025-03-05,Startup,"MLflow, LangChain, FastAPI"
1159,Bautista LLC,Automotive,Data Scientist,"GCP, Pandas, AWS, Azure, Flask, PyTorch",Entry,Contract,"Douglasberg, FM",147660-165793,2025-05-05,Startup,"FastAPI, KDB+, MLflow"
1160,Church Ltd,Healthcare,ML Engineer,"GCP, Pandas, Python",Entry,Contract,"Jonathanland, FJ",68918-165624,2024-01-17,Mid,"KDB+, LangChain, MLflow"
1161,Smith LLC,Healthcare,ML Engineer,"SQL, Pandas, CUDA, LangChain, Excel",Senior,Full-time,"New Sandraland, ZM",80600-149326,2023-12-08,Large,"TensorFlow, MLflow"
1162,"Acosta, Williams and Carter",Finance,AI Researcher,"Python, R, Reinforcement Learning, Azure",Mid,Contract,"Wrightland, ZW",60613-118504,2024-01-16,Mid,"Scikit-learn, FastAPI"
1163,"Thornton, Pittman and Torres",Automotive,Computer Vision Engineer,"AWS, TensorFlow, CUDA, MLflow",Senior,Remote,"Bowmanton, AG",91079-126568,2025-01-14,Mid,"BigQuery, Scikit-learn"
1164,Palmer Group,Retail,Quant Researcher,"R, SQL, CUDA, Keras, AWS, Power BI",Mid,Contract,"Samanthahaven, CA",52422-78293,2024-02-02,Startup,"KDB+, LangChain"
1165,"Smith, Hancock and Bolton",Education,Data Scientist,"Pandas, NumPy, TensorFlow, SQL",Senior,Internship,"Nicholasville, KN",81248-174992,2024-05-23,Mid,"KDB+, LangChain, BigQuery"
1166,"Shaffer, Wright and Morgan",Automotive,AI Product Manager,"Power BI, SQL, TensorFlow",Senior,Internship,"South Richardtown, KP",67293-82384,2025-05-02,Mid,Scikit-learn
1167,Proctor Inc,Tech,Data Scientist,"Excel, Scikit-learn, PyTorch, C++, GCP",Mid,Contract,"Jeffreystad, GW",78872-152783,2024-06-30,Large,KDB+
1168,"Ross, Barrera and Winters",E-commerce,NLP Engineer,"LangChain, SQL, NumPy, R, Power BI",Entry,Internship,"East Seanview, GB",122910-136367,2023-10-07,Startup,"FastAPI, MLflow, Scikit-learn"
1169,"Hernandez, Collins and Smith",Retail,Data Scientist,"Scikit-learn, Reinforcement Learning, TensorFlow",Entry,Internship,"Lake Jessicaside, DJ",100828-139590,2025-09-19,Mid,"KDB+, LangChain"
1170,"Nguyen, Shaffer and Thompson",Automotive,Computer Vision Engineer,"SQL, CUDA, Reinforcement Learning, Excel",Mid,Internship,"South Danielle, TH",52943-87718,2024-03-12,Startup,"BigQuery, TensorFlow, KDB+"
1171,"Nguyen, Brown and Edwards",Finance,Data Scientist,"TensorFlow, MLflow, SQL, PyTorch",Mid,Full-time,"Port Victoriaburgh, PG",84079-116621,2024-04-04,Large,MLflow
1172,Bartlett Group,Healthcare,Quant Researcher,"Scikit-learn, TensorFlow, Azure, CUDA",Senior,Full-time,"West Robin, PY",77131-153891,2024-08-02,Large,"KDB+, TensorFlow, Scikit-learn"
1173,"Moran, Ellis and Vargas",E-commerce,AI Product Manager,"Pandas, AWS, GCP, SQL, Azure, NumPy",Mid,Contract,"New Sethtown, ZW",64114-80848,2025-01-03,Mid,TensorFlow
1174,"Porter, Hernandez and Hall",Tech,AI Product Manager,"MLflow, Keras, Scikit-learn, R, GCP",Mid,Full-time,"Ambertown, LV",94393-193885,2024-03-27,Startup,"KDB+, TensorFlow, FastAPI"
1175,Hunter and Sons,Automotive,AI Product Manager,"SQL, Scikit-learn, Reinforcement Learning, MLflow, Pandas",Senior,Full-time,"South Jasonville, RO",130255-148523,2024-11-21,Large,"MLflow, LangChain"
1176,Moore Ltd,Education,ML Engineer,"NumPy, GCP, SQL, CUDA, PyTorch",Mid,Internship,"Garyville, BZ",116734-214659,2024-10-28,Mid,"BigQuery, MLflow, TensorFlow"
1177,Diaz-Gray,Education,AI Product Manager,"Excel, GCP, C++, NumPy, Hugging Face",Senior,Full-time,"West Justinside, KI",148619-160261,2024-09-09,Mid,"PyTorch, BigQuery, Scikit-learn"
1178,Poole-Scott,Education,Data Analyst,"MLflow, LangChain, Excel, C++",Entry,Contract,"Kellyhaven, GQ",95762-123849,2025-07-20,Startup,"Scikit-learn, BigQuery"
1179,"Bishop, Finley and Duran",Healthcare,Computer Vision Engineer,"C++, CUDA, Keras, Excel",Mid,Contract,"South Meganfort, CZ",144929-213298,2025-05-03,Mid,"PyTorch, LangChain, MLflow"
1180,Rivera Group,Healthcare,AI Product Manager,"CUDA, Pandas, MLflow, Azure, Flask",Entry,Full-time,"Port Jennifer, CF",64077-123461,2023-12-20,Mid,"MLflow, FastAPI, Scikit-learn"
1181,Blanchard LLC,E-commerce,Data Scientist,"LangChain, Python, Excel, C++, FastAPI",Entry,Contract,"North Robertberg, CL",84270-128757,2025-03-17,Startup,"LangChain, KDB+"
1182,"Herman, Rivera and Gonzalez",Retail,Data Analyst,"AWS, Reinforcement Learning, Azure, Python, TensorFlow",Mid,Remote,"East Jessica, PG",134675-230472,2025-02-03,Mid,"Scikit-learn, LangChain, BigQuery"
1183,"Mcmillan, Jensen and Olson",Tech,AI Product Manager,"Reinforcement Learning, Keras, R, MLflow, Power BI, Flask",Mid,Full-time,"Rachelmouth, EG",60301-147093,2025-01-09,Startup,LangChain
1184,"Mcbride, Davenport and Kidd",Tech,Data Scientist,"Keras, NumPy, GCP",Senior,Full-time,"Port Leahland, GQ",80142-137381,2025-02-09,Mid,"LangChain, Scikit-learn"
1185,"Lane, Diaz and Khan",Automotive,AI Researcher,"AWS, Flask, SQL, Keras, Excel",Entry,Contract,"Melaniemouth, RS",139587-157245,2024-08-30,Startup,"MLflow, PyTorch"
1186,Taylor LLC,Tech,AI Researcher,"TensorFlow, Reinforcement Learning, C++, Power BI, LangChain",Entry,Full-time,"Lopezfurt, AD",132458-195780,2025-08-01,Large,"TensorFlow, LangChain"
1187,"Moss, Simmons and Elliott",Finance,ML Engineer,"Power BI, Azure, Hugging Face, Python, C++, R",Entry,Contract,"Matthewville, US",44138-83858,2025-08-30,Large,"LangChain, TensorFlow, MLflow"
1188,"Crane, Robles and Arias",Automotive,ML Engineer,"TensorFlow, Reinforcement Learning, SQL, NumPy, Python",Entry,Contract,"New Michaelmouth, KR",85552-135909,2024-06-01,Mid,"FastAPI, TensorFlow"
1189,Martinez-Fuller,Finance,Data Scientist,"Scikit-learn, GCP, NumPy, Flask, Excel, AWS",Entry,Remote,"Ruizbury, NZ",78016-138883,2024-03-23,Startup,"FastAPI, Scikit-learn"
1190,Wood-Johnson,Finance,AI Researcher,"AWS, NumPy, LangChain, Scikit-learn, FastAPI",Senior,Remote,"Gailland, SK",132214-163110,2023-10-03,Mid,"TensorFlow, Scikit-learn, PyTorch"
1191,Martin Group,Retail,ML Engineer,"CUDA, Power BI, LangChain, Scikit-learn",Senior,Full-time,"Lake Nicole, GT",139424-155189,2024-04-30,Large,"BigQuery, MLflow"
1192,"Morrison, Wallace and Wade",Retail,AI Researcher,"PyTorch, Power BI, Pandas, Scikit-learn",Mid,Internship,"East Cheryl, PG",77201-136368,2023-12-21,Startup,"MLflow, LangChain, Scikit-learn"
1193,"Villa, Hall and Bishop",Automotive,Data Analyst,"LangChain, Power BI, AWS, TensorFlow",Mid,Contract,"New Garytown, FI",53641-106882,2024-10-21,Startup,MLflow
1194,Kennedy-Davis,E-commerce,Data Scientist,"Keras, Python, Power BI, GCP",Senior,Contract,"East Jessicaport, CG",54875-88396,2025-02-02,Mid,"BigQuery, FastAPI, PyTorch"
1195,Anderson Group,E-commerce,Data Scientist,"LangChain, Pandas, Scikit-learn, MLflow, C++",Mid,Contract,"Turnerville, AO",71896-133164,2024-01-27,Mid,PyTorch
1196,"Price, Moore and Kidd",E-commerce,Computer Vision Engineer,"FastAPI, Excel, Scikit-learn, Pandas, PyTorch, Hugging Face",Entry,Full-time,"Rachelview, KH",54199-121277,2024-02-09,Startup,"TensorFlow, BigQuery, MLflow"
